"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated;"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio indicates whether this is a real chromatographic peak."	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"instrumentName"	"instrumentSerialNumber"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"c04b617f-609f-427f-85b0-9cfe8f718ba9"	"Proline"	""	"C15H16N3O3^1+"	"M+nH"	"286.1188"	"286.1186"	"0.71"	"0.00020"	"0.20"	"32934.94"	"100952"	"31158"	"66.9"	"+"	"1"	"2.81"	"2.82"	"-0.01"	"VALID"	"80.023"	"I"	"1"	"2"	"2"	"255"	"2b6ed799-91c6-442c-99b4-416f00237953"	"QUALITYCONTROL"	"no"	"Proline-13C5,15N"	"2.81"	"17130"	"5241"	"1.00"	"5.893"	"5.946"	"5635"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"••"	"•••"	"•••"	"-"	"0"	"0"	"2"	"2"	"1"	"1"	"units"	"80.023 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9903"	"106.70"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.96"	"6.70"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.202"	"-0.118"	"0.617"	""	""	""	"M+nH"	"171.055"	"116.0709"	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"31158"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"d47fb278-9869-4f9a-9852-64e2b146b1a8"	"Proline-13C5,15N [IS]"	""	"C10^13C5H16N2^15NO3^1+"	"M+nH"	"292.1325"	"292.1324"	"0.13"	"0.00004"	"0.04"	"31011.15"	"17130"	"5241"	"24.6"	"+++"	"3"	"2.81"	"2.82"	"-0.01"	"VALID"	"0.851"	"I"	"2"	"2"	"2"	"255"	"6c4bcdeb-08a4-4357-88c2-bafc5d5702e7"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"4218"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.851 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.8045"	"85.13"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.96"	"-14.87"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.039"	"-0.118"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"5241"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"f8c8fab9-e6aa-4dc1-826d-72d2028ab97f"	"Sarcosine"	""	"C13H14N3O3^1+"	"M+nH"	"260.1033"	"260.1030"	"1.17"	"0.00030"	"0.30"	"33235.94"	"104207"	"51147"	"9.9"	"+++"	"3"	"2.41"	"2.43"	"-0.02"	"VALID"	"83.384"	"I"	"2"	"2"	"2"	"255"	"9deaa5f1-a538-4e53-afaa-7bdcd59ddaac"	"QUALITYCONTROL"	"no"	"Sarcosine 13C3,15N"	"2.41"	"18542"	"9003"	"1.00"	"5.620"	"5.681"	"1003"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"83.384 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9931"	"111.18"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"1.84"	"11.18"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.303"	"-0.226"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"52125"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"5c852a9d-c3a6-4739-b15f-763bf67b2e5b"	"Sarcosine 13C3,15N [IS]"	""	"C10^13C3H14N2^15NO3^1+"	"M+nH"	"264.1104"	"264.1101"	"1.14"	"0.00030"	"0.30"	"31500.99"	"18542"	"8809"	"9.6"	"+++"	"3"	"2.41"	"2.43"	"-0.02"	"VALID"	"0.822"	"I"	"2"	"2"	"2"	"255"	"37837343-71f5-476e-8ace-5dd82bfdd7cb"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"122.9"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.822 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.7267"	"82.19"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"1.86"	"-17.81"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.300"	"-0.226"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"9003"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"a2257899-d115-4691-ae95-fccb0690d0b7"	"Serine"	""	"C13H14N3O4^1+"	"M+nH"	"276.0981"	"276.0979"	"0.69"	"0.00019"	"0.19"	"32058.77"	"71686"	"21613"	"3.7"	"+++"	"3"	"2.03"	"2.04"	"-0.01"	"VALID"	"72.623"	"I"	"2"	"2"	"2"	"255"	"c489ffeb-3774-4759-8ddb-a08705d8c270"	"QUALITYCONTROL"	"no"	"Serine-13C3,15N"	"2.02"	"11493"	"3546"	"1.00"	"6.237"	"6.095"	"4965"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"72.623 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9902"	"96.83"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.98"	"-3.17"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.192"	""	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"21613"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"82ab03d6-8527-45c1-b4ec-577e3deabd37"	"Serine-13C3,15N [IS]"	""	"C10^13C3H14N2^15NO4^1+"	"M+nH"	"280.1050"	"280.1050"	"0.04"	"0.00001"	"0.01"	"30578.85"	"11493"	"3546"	"14.7"	"+++"	"3"	"2.02"	"2.04"	"-0.02"	"VALID"	"0.839"	"I"	"2"	"2"	"2"	"255"	"111683a2-803c-4b79-8fcc-567914f9d48b"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"220.6"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"0.839 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6265"	"83.87"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.01"	"-16.13"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.012"	""	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3546"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"014fd5ec-8b4b-40da-a7de-d45796d7c7f7"	"Taurine"	""	"C12H14N3O4S^1+"	"M+nH"	"296.0702"	"296.0700"	"0.68"	"0.00020"	"0.20"	"30983.35"	"32652"	"9596"	"14.8"	"+++"	"3"	"2.52"	"2.55"	"-0.03"	"VALID"	"84.492"	"I"	"2"	"2"	"2"	"255"	"94a9ee99-02b4-4760-8572-9428291f5125"	"QUALITYCONTROL"	"no"	"Histidine-13C6,15N3"	"2.46"	"3687"	"1152"	"1.03"	"8.857"	"8.327"	"494.5"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"84.492 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9935"	"112.66"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.06"	"12.66"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.201"	""	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"9596"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"32c66844-1311-4eef-a299-962ceda445e2"	"Threonine"	""	"C14H16N3O4^1+"	"M+nH"	"290.1138"	"290.1135"	"1.07"	"0.00031"	"0.31"	"31516.17"	"72645"	"22174"	"1.4"	"+++"	"3"	"2.47"	"2.48"	"-0.01"	"VALID"	"75.651"	"I"	"2"	"2"	"2"	"255"	"5dfc71ff-7c21-43c9-919a-39c1897fbb1b"	"QUALITYCONTROL"	"no"	"Threonine-13C4,15N"	"2.47"	"12632"	"3785"	"1.00"	"5.751"	"5.858"	"3311"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"75.651 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9907"	"100.87"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.97"	"0.87"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.312"	"-0.208"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"22174"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"491ca5ef-16d2-4049-9802-0e27a7940669"	"Threonine-13C4,15N [IS]"	""	"C10^13C4H16N2^15NO4^1+"	"M+nH"	"295.1244"	"295.1240"	"1.29"	"0.00038"	"0.38"	"31499.72"	"12632"	"3785"	"11.8"	"+++"	"3"	"2.47"	"2.48"	"-0.01"	"VALID"	"0.787"	"I"	"2"	"2"	"2"	"255"	"6037e98c-7ac5-4cd5-82c6-90329a44a144"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"685.9"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.787 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.7307"	"78.73"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.07"	"-21.27"	"0"	""	"RED"	"RED"	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.381"	"-0.208"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3785"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"871e437b-663c-43b9-9b05-61ddac46c8bf"	"Tryptophan"	""	"C21H19N4O3^1+"	"M+nH"	"375.1449"	"375.1452"	"-0.76"	"-0.00029"	"-0.29"	"33610.84"	"71351"	"21130"	"9.3"	"+++"	"3"	"4.71"	"4.70"	"0.01"	"VALID"	"72.398"	"I"	"2"	"2"	"2"	"255"	"894a5bcf-26af-4a64-b6c7-570e862b2019"	"QUALITYCONTROL"	"no"	"Tryptophan-13C11,15N2"	"4.71"	"11835"	"3594"	"1.00"	"6.029"	"5.880"	"4826"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"2"	"2"	"1"	"1"	"units"	"72.398 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9929"	"96.53"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.08"	"-3.47"	"1"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"0.285"	"-0.150"	"0.285"	""	""	""	"M+nH"	"171.055"	"188.0705"	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"21130"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"c0ea0599-b74e-41b2-8e7f-5d437651848c"	"Tryptophan-13C11,15N2 [IS]"	""	"C10^13C11H19N2^15N2O3^1+"	"M+nH"	"388.1760"	"388.1761"	"-0.48"	"-0.00019"	"-0.19"	"32342.58"	"11835"	"3594"	"8.6"	"+++"	"3"	"4.71"	"4.70"	"0.01"	"VALID"	"0.825"	"I"	"2"	"2"	"2"	"255"	"5439479c-93bb-4f6e-9d76-734dcab089ab"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"1009"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.825 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.8253"	"82.49"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.05"	"-17.51"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"0.186"	"-0.150"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3594"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"67efa4c8-90fa-4171-91fb-37162702492f"	"Tyrosine"	""	"C19H18N3O4^1+"	"M+nH"	"352.1291"	"352.1292"	"-0.13"	"-0.00004"	"-0.04"	"33855.66"	"79791"	"23973"	"17.2"	"+++"	"3"	"3.43"	"3.44"	"-0.01"	"VALID"	"78.272"	"I"	"2"	"2"	"2"	"255"	"c2ea1fd4-9027-4d58-853b-51d2f1101473"	"QUALITYCONTROL"	"no"	"Tyrosine-13C9,15N"	"3.43"	"12835"	"3936"	"1.00"	"6.217"	"6.091"	"5519"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"78.272 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9980"	"104.36"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.04"	"4.36"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"0.045"	"-0.215"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"23973"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"259cf32a-aea5-4487-b512-1d4e4de49f8b"	"Tyrosine-13C9,15N [IS]"	""	"C10^13C9H18N2^15NO4^1+"	"M+nH"	"362.1563"	"362.1564"	"-0.36"	"-0.00013"	"-0.13"	"30730.04"	"12835"	"3936"	"6.8"	"+++"	"3"	"3.43"	"3.44"	"-0.01"	"VALID"	"0.858"	"I"	"2"	"2"	"2"	"255"	"2087f644-4603-426f-98ad-46d74a6385b7"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"711.5"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.858 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.8044"	"85.81"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.01"	"-14.19"	"0"	""	"RED"	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"0.130"	"-0.215"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3936"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"1f7e728e-9e99-41c5-b867-448efc3ecab5"	"Valine"	""	"C15H18N3O3^1+"	"M+nH"	"288.1342"	"288.1343"	"-0.21"	"-0.00006"	"-0.06"	"31177.38"	"91679"	"26082"	"7.9"	"+++"	"3"	"3.64"	"3.65"	"-0.01"	"VALID"	"82.810"	"I"	"2"	"2"	"2"	"255"	"27edbe58-c770-454e-90b1-07184de9ff63"	"QUALITYCONTROL"	"no"	"Valine-13C5,15N"	"3.64"	"13009"	"3977"	"1.00"	"7.047"	"6.559"	"2973"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"82.810 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9983"	"110.41"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"3.02"	"10.41"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"0.062"	"-0.189"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"26082"	""	""	"4"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"d1f7b7ec-b569-4bbe-9dd1-33ae8702d57b"	"Valine-13C5,15N [IS]"	""	"C10^13C5H18N2^15NO3^1+"	"M+nH"	"294.1484"	"294.1481"	"1.11"	"0.00033"	"0.33"	"30452.78"	"13009"	"3977"	"7.5"	"+++"	"3"	"3.64"	"3.65"	"-0.01"	"VALID"	"0.747"	"I"	"2"	"2"	"2"	"255"	"d501eafd-ffc8-4a3c-8eb3-fa4a7041b9f5"	"QUALITYCONTROL"	"no"	""	""	""	""	""	""	""	"1831"	"VALID"	""	""	""	"1.000"	"2.000"	"no"	"•••"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.747 units"	"1.000 units"	""	""	""	"SINGLE_POINT"	"0.6980"	"74.68"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.96"	"-25.32"	"0"	""	"RED"	"RED"	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.328"	"-0.189"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"3977"	""	""	"3"	"1"	""	""	""	"-"	""	"•••|•••|•••|-|-"	""	""	""	""	"impact II"	"1825265.10271"
"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	"\\134.115.48.45\PAI05\diabetes\Amino Acid\diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35.d"	"bff38c27-407f-4dbe-9a8f-e16a4a54c942"	"alpha-aminobutyric acid"	""	"C14H16N3O3^1+"	"M+nH"	"274.1188"	"274.1186"	"0.56"	"0.00015"	"0.15"	"33208.26"	"90988"	"39230"	"95.5"	"---"	"0"	"3.10"	"3.10"	"-0.00"	"VALID"	"73.127"	"I"	"0"	"2"	"2"	"255"	"3fe44c58-97e7-49f3-b807-62cc85bbc9e5"	"QUALITYCONTROL"	"no"	"Proline-13C5,15N"	"2.81"	"17130"	"5241"	"1.10"	"5.312"	"7.486"	"683.6"	"VALID"	""	""	""	"75.000"	"2.000"	"no"	"•"	"•••"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"73.127 units"	"75.000 units"	""	""	""	"IN_BATCH"	"0.9962"	"97.50"	"6aae4112-e49c-4d3c-8592-ce6528623bb7"	""	""	""	""	""	""	"2.09"	"-2.50"	"1"	""	""	""	""	""	""	""	""	"diabetes_fremantle_PLA_MS-AA_DWAr02_DWAp016_QC03_35"	""	"-0.154"	"-0.164"	""	""	""	""	"M+nH"	"171.055"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"39306"	""	""	"2"	"1"	""	""	""	"-"	""	"•••|•••|•|-|-"	""	""	""	""	"impact II"	"1825265.10271"
