"AnalysisName"	"AnalysisPath"	"AnalyteId"	"AnalyteName"	"RegisterNumber"	"Elemental Composition"	"PMI"	"m/z"	"expected m/z"	"Error [ppm]"	"Error [Da]"	"Error [mDa]"	"Resolution m/z"	"Area"	"Height"	"mSigma"	"Score"	"IdendificationStatus"	"Retention Time[min]"	"Expected Retention Time[min]"	"Delta RT[min]"	"Status"	"Quantity"	"Adduct"	"SigmaScore"	"MassErrorScore"	"RetentionTimeScore"	"QualifierScore"	"CompoundId"	"SampleType"	"Marked"	"Internal Standard(ISTD)"	"Internal Standard Retention Time[min]"	"ISTD Area"	"ISTD Height"	"RRT"	"relative Area"	"relative Height"	"Signal/Noise"	"Compound Status"	"cdrChromatogramProperties"	"cdrSpectrumId"	"m/z calibration StdDev."	"Expected Quantity"	"Injection Volume"	"Manually Integrated"	"SigmaScoreString"	"MassErrorScoreString"	"RetentionTimeScoreString"	"DiagnosticIonScoreString"	"Expected Qualifier Ions"	"Found Qualifier Ions"	"Expected Optional Ions"	"Found Optional Ions"	"Expected Mandatory Diagnostic Ions"	"Found Mandatory Diagnostic Ions"	"Unit of Quantity"	"Quantity w/ unit"	"Expected quantity w/ unit"	"Quantity below lowest calibration level"	"Quantity above highest calibration level"	"Reporting Limit Exceeded"	"Quality of Quantity"	"R2"	"Accuracy/Recovery[%]"	"AnalysisId"	"UserFlag"	"Ion Ratio Q1"	"Ion Ratio Q2"	"Ion Ratio Q3"	"Ion Ratio Q4"	"Ion Ratio Q5"	"Full Width Half Maximum Chromatographic Peak [s]"	"Residuals[%]"	"Internal standard used for calibration function calculation"	"AccuracyDeviation"	"Min R2"	"RecoveryDeviation"	"ELV"	"RL"	"ULOQ"	"LLOQ"	"DL"	" Sample Identifier"	"Ion Ratio Q"	"Error m/z Q0"	"Error m/z Q1"	"Error m/z Q2"	"Error m/z Q3"	"Error m/z Q4"	"Error m/z Q5"	"Q0 Label"	"Q1 Label"	"Q2 Label"	"Q3 Label"	"Q4 Label"	"Q5 Label"	"Review State"	"Visited"	"%RSD RF"	"Carry Over Limit"	"False Negative"	"Response Range"	"Retention Time Drift"	"Signal In Blank"	"Intensity"	"1/K0 [V*s/cm2]"	"Expected 1/K0 [V*s/cm2]"	"Area to height ratio"	"(A/H)max / (A/H)min"	"Area of mobilogram peak"	"CCS [A2]"	"Expected CCS [A2]"	"Combined CCS Score"	"FWHM mobilogram peak"	"MRCSQ Score"	"Absolute deviation CCS [A2]"	"Relative deviation CCS [%]"	"Deviation 1/K0 [V*s/cm2]"	"Relative deviation 1/K0[%]"	"Calibration function term"	"Q0 Height"	"Q1 Height"	"Q2 Height"	"Q3 Height"	"Q4 Height"	"Q5 Height"	"Q0 Area"	"Q1 Area"	"Q2 Area"	"Q3 Area"	"Q4 Area"	"Q5 Area"	"Acquisition Date"	"Reprocessing Date"	"Analyte Tags"	"Acquisition Method"	"Reprocessing Method"	"instrumentName"	"instrumentSerialNumber"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16608_034_49"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16608_034_49.d"	"57f44895-5d8c-4779-a97d-d142a739cbb2"	"UDCA-d4 [IS]"	""	""	"(-) 395.6 > 395.6 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"190112"	"49035"	""	"++"	"2"	"6.08"	"6.06"	"0.02"	"VALID"	"1.9"	""	"255"	"255"	"2"	"255"	"64c44ac0-46a6-4483-9adb-d780f0ca6f3b"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"128.9"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.9 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9874"	"193.98"	"5bef44e6-fb14-4d9f-a394-f49196f1443d"	""	""	""	""	""	""	"3.55"	"93.98"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.6 > 395.6 [20.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"58675"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"98003x + 0.0"	"49035"	""	""	""	""	""	"190112"	""	""	""	""	""	"Wed Apr 19 22:47:27 AWST 2023"	"2023-04-21 08:42:59.725"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16608_034_49"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16608_034_49.d"	"8fb6a79f-fabd-4e31-8da9-612863f14251"	"Ursodeoxycholic acid (UDCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"24525"	"6745"	""	"++"	"2"	"6.09"	"6.06"	"0.03"	"VALID"	"3.2"	""	"255"	"255"	"2"	"255"	"04e3d507-86f6-4589-9d69-130bfba110de"	"SAMPLE"	"no"	"UDCA-d4"	"6.08"	"190112"	"58675"	"1.00"	"0.129"	"0.115"	"45.94"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"3.2 units"	""	""	""	""	"IN_BATCH"	"0.9977"	""	"5bef44e6-fb14-4d9f-a394-f49196f1443d"	""	""	""	""	""	""	"3.45"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"9873"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.04637x - 0.01857"	"6745"	""	""	""	""	""	"24525"	""	""	""	""	""	"Wed Apr 19 22:47:27 AWST 2023"	"2023-04-21 08:42:59.725"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"87417ca2-f07e-4895-849c-571f78576cb6"	"CA-d4 [IS]"	""	""	"(-) 411.5 > 411.6 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"288053"	"70007"	""	"++"	"2"	"6.76"	"6.76"	"0.00"	"VALID"	"1.1"	""	"255"	"255"	"2"	"255"	"08a3ee91-ce7b-4f55-996b-0c15f70f43f5"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"476.6"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"1.1 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9900"	"110.12"	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.95"	"10.12"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 411.5 > 411.6 [20.0V]"	"(-) 411.5 > 291.1 [40.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	"RED"	"71192"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"261592x + 0.0"	"70007"	""	""	""	""	""	"288053"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"789ae8ee-20d5-4a61-8900-d4fd4fad73bb"	"CDCA-d4 [IS]"	""	""	"(-) 395.5 > 395.3 [20.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"177776"	"45498"	""	"++"	"2"	"8.35"	"8.35"	"-0.00"	"VALID"	"1.0"	""	"255"	"255"	"2"	"255"	"25ed6bb3-315c-4f99-8cf1-6925a8ff7060"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"37.35"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9950"	"104.72"	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.43"	"4.72"	"0"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.5 > 395.3 [20.0V]"	"(-) 395.5 > 348.9 [33.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	"RED"	"58931"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"169767x + 0.0"	"45498"	""	""	""	""	""	"177776"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"8e0ab8b5-bd27-4a06-96c3-d67fe1d7d627"	"Chenodeoxycholic acid (CDCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"596376"	"149321"	""	"++"	"2"	"8.36"	"8.35"	"0.01"	"VALID"	"96.1"	""	"255"	"255"	"2"	"255"	"5593821a-c1d6-42df-9591-08060563e81f"	"SAMPLE"	"no"	"CDCA-d4"	"8.35"	"177776"	"58931"	"1.00"	"3.355"	"2.534"	"213.1"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"96.1 units"	""	""	""	""	"IN_BATCH"	"0.9977"	""	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.72"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"153341"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.03506x - 0.01464"	"149321"	""	""	""	""	""	"596376"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"2149ebce-df40-482a-a55a-d52f5152cbd6"	"Cholic acid (CA)"	""	""	"(-) 407.4 > 342.9 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"163561"	"41992"	""	"++"	"2"	"6.78"	"6.76"	"0.02"	"VALID"	"11.3"	""	"255"	"255"	"2"	"255"	"336c06cf-1caa-4523-a3a0-27354d670886"	"SAMPLE"	"no"	"CA-d4"	"6.76"	"288053"	"71192"	"1.00"	"0.568"	"0.590"	"22.19"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"11.3 units"	""	""	""	""	"IN_BATCH"	"0.9968"	""	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.67"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 407.4 > 342.9 [34.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"45535"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.05005x + 6.575E-4"	"41992"	""	""	""	""	""	"163561"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"59cd0899-9d0e-4f6c-aee3-df429455a822"	"DCA-d4 [IS]"	""	""	"(-) 395.6 > 349.3 [30.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"37757"	"9015"	""	"---"	"0"	"8.62"	"8.79"	"-0.17"	"VALID"	"1.0"	""	"255"	"255"	"0"	"255"	"f9d094bd-50ee-4492-8fc7-d5386a59ef5e"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"1813"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"1.0 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9801"	"103.55"	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.97"	"3.55"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 395.6 > 349.3 [30.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"9017"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•|-|-|-"	""	""	""	""	"36463x + 0.0"	"9015"	""	""	""	""	""	"37757"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"4ad4ebc7-48f2-48b5-91c9-4e2bab9b91b3"	"Deoxycholic acid (DCA)"	""	""	"(-) 391.3 > 331.1 [12.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"3260972"	"779989"	""	"++"	"2"	"8.63"	"8.63"	"-0.00"	"VALID"	"200.6"	""	"255"	"255"	"2"	"255"	"924e8791-2a45-4090-a743-2178921b3a2b"	"SAMPLE"	"no"	"DCA-d4"	"8.62"	"37757"	"9017"	"1.00"	"86.366"	"86.505"	"1191"	"VALID"	""	""	""	""	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"0"	"0"	"1"	"1"	"units"	"200.6 units"	""	""	""	""	"IN_BATCH"	"0.9979"	""	"848c655c-c5dc-45fd-94da-78386340e126"	""	""	""	""	""	""	"3.91"	""	"1"	""	""	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	""	""	""	""	""	"(-) 391.3 > 331.1 [12.0V]"	""	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"785309"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"0.4317x - 0.2510"	"779989"	""	""	""	""	""	"3260972"	""	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"70258f79-ed18-4420-80c9-3030c8f72fcd"	"GCA-d4 [IS]"	""	""	"(-) 468.5 > 74.1 [38.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"112829"	"31501"	""	"---"	"0"	"5.85"	"5.88"	"-0.03"	"VALID"	"1.3"	""	"255"	"255"	"2"	"0"	"2bab2bbe-433f-41f6-a7d5-dc96a6ad803c"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"2349"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"1.3 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.7907"	"129.46"	"848c655c-c5dc-45fd-94da-78386340e126"	""	"0.206"	""	""	""	""	"3.42"	"29.46"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 468.5 > 74.1 [38.0V]"	"(-) 468.5 > 406.2 [36.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"31507"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"104885x + 0.0"	"31501"	"6499"	""	""	""	""	"112829"	"22957"	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"3d4f95e1-d81f-4084-b6ea-a9ede8ba7c99"	"GCDCA-d4 [IS]"	""	""	"(-) 502.6 > 80.1 [62.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"88315"	"23313"	""	"---"	"0"	"7.16"	"7.20"	"-0.04"	"VALID"	"1.2"	""	"255"	"255"	"2"	"0"	"26c8d7cd-5399-49d1-a0cf-c97a30cad8fc"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"3215"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"1.2 units"	"1.0 units"	""	"RED"	""	"SINGLE_POINT"	"0.9322"	"115.08"	"848c655c-c5dc-45fd-94da-78386340e126"	""	"0.314"	""	""	""	""	"3.70"	"15.08"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 502.6 > 80.1 [62.0V]"	"(-) 502.6 > 107.1 [55.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	"RED"	""	""	"23324"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"101632x + 0.0"	"23313"	"7310"	""	""	""	""	"88315"	"28647"	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"1fa7de5a-e01b-4601-9614-caecd1ca07c6"	"GDCA-d4 [IS]"	""	""	"(-) 452.5 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"154469"	"39474"	""	"---"	"0"	"7.39"	"7.44"	"-0.05"	"VALID"	"0.9"	""	"255"	"255"	"2"	"0"	"bce90a4a-f4bb-46e6-9339-1a7fb87b862e"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"892.9"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"2"	"2"	"0"	"0"	"3"	"3"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9755"	"94.50"	"848c655c-c5dc-45fd-94da-78386340e126"	""	"0.021"	"0.144"	""	""	""	"3.78"	"-5.50"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	"0.000"	""	""	""	"(-) 452.5 > 74.1 [35.0V]"	"(-) 452.5 > 390.4 [35.0V]"	"(-) 452.5 > 408.3 [34.0V]"	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"39511"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"190537x + 0.0"	"39474"	"825"	"5697"	""	""	""	"154469"	"3221"	"22371"	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"c6a0e3fc-f11a-486e-b4e1-bcce6ea5515d"	"GLCA-d4 [IS]"	""	""	"(-) 436.5 > 74.1 [34.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"273524"	"71842"	""	"---"	"0"	"8.42"	"8.33"	"0.09"	"VALID"	"0.9"	""	"255"	"255"	"2"	"0"	"4f1ff253-a913-448d-a037-33e5ebffafe2"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"2590"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"•"	"1"	"1"	"0"	"0"	"2"	"2"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.9843"	"94.30"	"848c655c-c5dc-45fd-94da-78386340e126"	""	"0.146"	""	""	""	""	"3.56"	"-5.70"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 436.5 > 74.1 [34.0V]"	"(-) 436.5 > 392.3 [33.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"71884"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|•|-"	""	""	""	""	"333672x + 0.0"	"71842"	"10521"	""	""	""	""	"273524"	"41122"	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
"covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50"	"D:\Data\Bile acids_EVOQ\covid19 mauritius COVp261 raw data\covid19_mauritius_PLA_MS-BILE-EVOQ_COVp261_rerun_20230419_4-19-2023_11;29;19_(GMT+8;00)_batch\covid19_mauritius_PLA_MS-BILE-EVOQ_COVr44_COVp261_COV16897_020_50.d"	"61034507-ac1a-4fa1-aba2-483370e8fe40"	"GUDCA-d4 [IS]"	""	""	"(-) 452.5 > 74.1 [35.0V]"	"0.0000"	"0.0000"	"0.00"	"0.00000"	"0.00"	""	"143374"	"39503"	""	"++"	"2"	"5.01"	"5.05"	"-0.04"	"VALID"	"0.9"	""	"255"	"255"	"2"	"255"	"c8110bf6-20e1-4340-a8c4-4e3583659075"	"SAMPLE"	"no"	""	""	""	""	""	""	""	"6747"	"VALID"	""	""	""	"1.0"	"10.000"	"no"	"-"	"-"	"•••"	"-"	"0"	"0"	"1"	"1"	"1"	"1"	"units"	"0.9 units"	"1.0 units"	"RED"	""	""	"SINGLE_POINT"	"0.7956"	"92.95"	"848c655c-c5dc-45fd-94da-78386340e126"	""	"0.024"	""	""	""	""	"3.43"	"-7.05"	"0"	""	"RED"	""	""	""	""	""	""	"covid19_mauritius_P"	""	"0.000"	"0.000"	""	""	""	""	"(-) 452.5 > 74.1 [35.0V]"	"(-) 452.5 > 408.3 [34.0V]"	""	""	""	""	"NONE"	"no"	""	""	""	""	""	""	"39512"	""	""	"4"	"1"	""	""	""	"-"	""	"-|•••|-|-|-"	""	""	""	""	"154242x + 0.0"	"39503"	"961"	""	""	""	""	"143374"	"3367"	""	""	""	""	"Wed Apr 19 23:01:34 AWST 2023"	"2023-04-21 08:43:00.143"	""	"D:\Methods\EVOQ_BA_MethodSet_V1_1.m\EVOQ_BA_MS_V1_1.mth"	"EVOQ_BileAcids_20230802 (V45)"	"3944082.00102"	"394408200102"
